Landing Page,Product Brand,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,,,,
/product/zara-embroidered-dress/V-pQs8nnfAAGb7aO,Zara,8,100.00%,8,37.50%,1.25,,,,
/product/zara-floral-bomber-jacket/V1VSLOSwa94gFjBF,Zara,8,100.00%,8,25.00%,1.25,,,,
/product/zara-long-water-repellent-anorak/WF0JZcnnfAAGKLim,Zara,8,100.00%,8,62.50%,1,,,,
/product/zara-patch-jacket/V4TQgEzt_QAF6q08,Zara,8,100.00%,8,87.50%,1.12,,,,
/product/zara-platform-bluchers/Vm8DheSwSFZGPBUG,Zara,8,87.50%,7,62.50%,1,,,,
/product/zara-shiny-pleated-skirt/V8VX-dwOggAGimbm,Zara,8,62.50%,5,37.50%,1.62,,,,
/product/zoe-karssen-troublemaker-swimsuit/Vw_04uSwukWlw9pU,Zoe Karssen,8,62.50%,5,37.50%,1.38,,,,
/oos,Topshop,7,14.29%,1,0.00%,0,,,,
/product/accessorize-nora-backpack/WCnxh1L6_wAF16Fk,Accessorize,7,100.00%,7,57.14%,1.14,,,,
/product/accessorize-summer-floral-3d-clutch-bag/VVyF4uSwWztraBvS,Accessorize,7,100.00%,7,100.00%,1,,,,
/product/acne-studios-larimar-clutch/VhEzy-SwzMHMwxfL,Acne Studios,7,42.86%,3,14.29%,1.43,,,,
/product/acne-studios-mustang-pink-sunglasses/VXB-s-Sw5rhWJ_c5,Acne Studios,7,71.43%,5,28.57%,1,,,,
/product/acne-studios/V2KSMEzt_QAGHSyR,Acne Studios,7,42.86%,3,42.86%,1,,,,
/product/adidas-originals-supergirl-track-pants/VtCU1eSwQuG9kQzL,adidas,7,100.00%,7,100.00%,1,,,,
/product/adidas-silver-windbreaker/Vd4u7eSwDv_XrGwm,adidas,7,85.71%,6,71.43%,1,,,,
/product/adidas-zx-flux-animal-print-trainers/VdxHheSwoj6wyzcK,adidas,7,100.00%,7,57.14%,1,,,,
/product/aldo-zarella-open-toe-flatform-sneaker/VVNs_OSwkLoJDif8,Aldo,7,57.14%,4,28.57%,1.57,,,,
/product/alice-plus-olivia-paulette-striped-wide-leg-trousers/WJmL-snnfAAGzB9K,Alice + Olivia,7,71.43%,5,42.86%,1.43,,,,
/product/all-saints-paradise-shoulder-bag/Va9vTuSwGrGjyuZF,All Saints,7,100.00%,7,85.71%,1,,,,
/product/and-other-stories-d-ring-crossbody-bag/WKG48snnfAAFaanw,& Other Stories,7,85.71%,6,57.14%,1,,,,
/product/and-other-stories-flounce-cuff-sweater/WHTmScnnfAAFAyIL,& Other Stories,7,42.86%,3,14.29%,1,,,,
/product/and-other-stories-military-jacket/WLBJFUzt_QAGZ_mc,& Other Stories,7,71.43%,5,42.86%,1.57,,,,
/product/anna-sui-rosa-mexicana-swimsuit/V7zYEM_0fgAGVqh6,Anna Sui,7,100.00%,7,71.43%,1.29,,,,
/product/aq-aq-belair-blue-wide-leg-trousers/U_8jI-SwJu4f9-s5,AQ/AQ,7,71.43%,5,42.86%,1.43,,,,
/product/asos-cold-shoulder-maxi-dress/V8UuvM_0fgAFEcPm,ASOS,7,85.71%,6,28.57%,2,,,,
/product/asos-double-buckle-corset-belt/WGvv5Uzt_QAFW0C3,ASOS,7,85.71%,6,57.14%,1.14,,,,
/product/asos-ellen-platform-ankle-boots/V7ReGEzt_QAGA7_q,ASOS,7,71.43%,5,42.86%,1.57,,,,
/product/asos-flame-platform-boots/WHz5IMnnfAAGn_yl,ASOS,7,85.71%,6,57.14%,1,,,,
/product/asos-floral-embroidered-midi-dress/WDSpwcnnfAAFajWP,ASOS,7,71.43%,5,14.29%,1.71,,,,
/product/asos-hena-co-ord-heeled-sandals/V_uB8NYBgAAG5Rj8,ASOS,7,85.71%,6,28.57%,1.43,,,,
/product/asos-mean-girls-socks/VgLmqOSw-InnvSXG,ASOS,7,100.00%,7,71.43%,1.14,,,,
/product/asos-pleated-midi-skirt-with-metallic-foil/Vs3ZiOSwuNUjY1uy,ASOS,7,100.00%,7,28.57%,1.71,,,,
/product/asos-principal-embellished-heels/V0GPA-SwADjfBnPq,ASOS,7,71.43%,5,28.57%,2,,,,
/product/asos-sequin-bomber-jacket/WFEyhMnnfAAHjeE2,ASOS,7,85.71%,6,42.86%,1.29,,,,
/product/asos-sheer-floral-maxi-skirt/Vww7MeSw1FVGsay9,ASOS,7,85.71%,6,71.43%,1.14,,,,
/product/asos-spot-mesh-embroidered-dress/V-pQ2MnnfAAGb7ax,ASOS,7,85.71%,6,57.14%,1.14,,,,
/product/asos-wrap-floral-maxi-dress/VPTKyOSwkRn-9i1i,ASOS,7,100.00%,7,57.14%,1.57,,,,
/product/asos/V1mJN0zt_QAGxUOu,The White Brand,7,100.00%,7,42.86%,1.29,,,,
/product/balenciaga-striped-cotton-poplin-straight-leg-pants/WKYqHkzt_QAF0Pv9,Balenciaga,7,14.29%,1,0.00%,1.43,,,,
/product/balenciaga-striped-shirt/WIocLs_0fgAGLnRG,Balenciaga,7,100.00%,7,57.14%,1.14,,,,
/product/base-range-long-strap-overall/U43hmuSwNCd_m4Ab,Base Range,7,71.43%,5,71.43%,1,,,,
/product/bershka-heeled-lace-up-ankle-boots/VBAoG-Sw1Da5oJay,Bershka,7,85.71%,6,57.14%,1.43,,,,
/product/bershka-leather-effect-biker-jacket/WGI7Wkzt_QAGkVUg,Bershka,7,71.43%,5,28.57%,2.14,,,,
/product/bershka-satin-floral-blouse/WGWzxUzt_QAFRuAU,Bershka,7,85.71%,6,71.43%,1.14,,,,
/product/bob-by-dawn-o-porter-the-jax-dress/VLec9uSwYfSw233U,BOB by Dawn O'Porter,7,85.71%,6,42.86%,1.14,,,,
/product/boden-glitter-spot-breton/VxTFneSwCRzT7fiL,Boden,7,0.00%,0,0.00%,1.14,,,,
/product/boohoo-kimono-sleeve-maxi-dress/Vd2WyuSwe1T379C5,Boohoo,7,85.71%,6,71.43%,1.14,,,,
/product/boohoo-sheeva-slinky-strappy-side-tie-maxi-dress/V7NW1Ezt_QAGn0tB,Boohoo,7,42.86%,3,42.86%,1,,,,
/product/boux-avenue-amber-lace-high-waisted-briefs/VMk-HeSw6U6P0FaM,Boux Avenue,7,71.43%,5,42.86%,1,,,,
/product/burberry-pallas-heads-sweatshirt/WLhMq8nnfAAF37QK,Burberry,7,100.00%,7,71.43%,1,,,,
/product/carven-patent-mary-janes/VXgk0-Swqgzfe661,Carven,7,85.71%,6,42.86%,1.29,,,,
/product/charles-and-keith-sphere-heel-pumps/WBhSOMnnfAAGETDo,Charles & Keith,7,100.00%,7,57.14%,1,,,,
/product/chinti-and-parker-x-miffy-miffy-stripe-badge-cashmere-sweater/V3XW0Ezt_QAG3XSi,Chinti and Parker x Miffy,7,71.43%,5,14.29%,1,,,,
/product/clarks-kelda-nights-boots/WHVE4MnnfAAFA-k9,Clarks,7,85.71%,6,57.14%,1.29,,,,
/product/coast-grace-kelly-skirt/WHIs18_0fgAGgR_j,Coast,7,85.71%,6,28.57%,1.57,,,,
/product/converse-all-star-modern-lux/WLRAKkzt_QAGQgnd,Converse,7,85.71%,6,57.14%,1,,,,
/product/cos-circular-leather-bag/WMlqkcnnfAAGhhu6,COS,7,71.43%,5,57.14%,1.14,,,,
/product/cos-knitted-raglan-sleeve-jumper/WJobd8nnfAAGz15c,COS,7,28.57%,2,28.57%,1.14,,,,
/product/cos-ruche-detail-sweatshirt/WCc9dVL6_wAFURiw,COS,7,100.00%,7,71.43%,1.43,,,,
/product/denim-and-supply-ralph-lauren-floral-wrap-dress/VegmS-SwsvINAd5n,Denim & Supply Ralph Lauren,7,85.71%,6,71.43%,1.14,,,,
/product/diesel-m-quinqua-dress/V-o1Hc_0fgAFppBS,Diesel,7,42.86%,3,28.57%,1.14,,,,
/product/dorothy-perkins-rose-embroidered-dungaree-pinafore-dress/WC7CWMnnfAAG9B_4,Dorothy Perkins,7,85.71%,6,28.57%,1,,,,
/product/dune-london-harah-jewelled-block-heel-sandal/VQV6G-SwG8O3MyuV,Dune London,7,85.71%,6,57.14%,1.14,,,,
/product/dune-london-leopard-print-boots/WDQtKUzt_QAGgXe1,Dune London,7,71.43%,5,14.29%,2.14,,,,
/product/eleven-paris-kate-is-my-religion-sweatshirt/VmAKAeSwreNxHlg1,Eleven Paris,7,85.71%,6,71.43%,1.14,,,,
/product/ellesse-fiorella-crop-t-shirt/VdS_SOSwlgD9BrzU,Ellesse,7,85.71%,6,85.71%,1,,,,
/product/esprit-fake-fur-coat/VjHtSeSw6sBFtBPt,Esprit,7,100.00%,7,85.71%,1.14,,,,
/product/fat-face-elephant-print-skirt/VbeIa-SwGrGjywpC,Fat Face,7,85.71%,6,57.14%,1.14,,,,
/product/filippa-k-mick-jacket-leaf/VttUiuSwQuG9kdon,Filippa K,7,57.14%,4,28.57%,1.14,,,,
/product/filles-a-papa-black-pvc-trousers/VcjbsOSw0SFdVGsA,Filles A Papa,7,57.14%,4,57.14%,1,,,,
/product/finery-felsham-bonded-coat/V6R0Bkzt_QAHpkEK,Finery,7,57.14%,4,42.86%,1.14,,,,
/product/fred-perry-striped-polo-dress/VpcanuSwAcqKF6vF,Fred Perry,7,100.00%,7,71.43%,1.14,,,,
/product/french-connection-annie-leather-midi-skirt/WAjMnsnnfAAFc0_H,French Connection,7,71.43%,5,14.29%,1.14,,,,
/product/french-connection-platform-coat/WAcjw1L6_wAGeKIp,French Connection,7,0.00%,0,0.00%,1.14,,,,
/product/french-connection-tim-tim-striped-top/WHyi_snnfAAGn7vp,French Connection,7,28.57%,2,14.29%,1.43,,,,
/product/freya-starlet-balcony-bra/WLB5xEzt_QAGaCRD,Freya,7,14.29%,1,14.29%,1.29,,,,
/product/ganni-jolly-silk-dress/WKdAwEzt_QAGhB0k,Ganni,7,85.71%,6,85.71%,1,,,,
/product/ganni-the-julliard-mohair-pullover/WFR3KMnnfAAFX8RX,Ganni,7,85.71%,6,71.43%,1.14,,,,
/product/gestuz-floral-wrap-dress/V3pnpc_0fgAGO_Mo,Gestuz,7,71.43%,5,14.29%,1,,,,
/product/givenchy-studded-ankle-boots/V-uFu8nnfAAFLCjY,Givenchy,7,42.86%,3,14.29%,1.57,,,,
/product/great-plains-chicago-faux-leather-dress/WJhxbcnnfAAGDHen,Great Plains,7,57.14%,4,57.14%,1.43,,,,
/product/gucci-ace-heart-sneakers/WKc3q0zt_QAGhA14,Gucci,7,100.00%,7,42.86%,3.29,,,,
/product/gucci-lion-head-earrings/VwEcSeSwTS74dwF5,Gucci,7,85.71%,6,57.14%,1.43,,,,
/product/gucci-lion-head-ring/V9pBCUzt_QAFhjHV,Gucci,7,85.71%,6,14.29%,3.14,,,,
/product/gucci-logo-print-t-shirt/WDK-qM_0fgAFdVYj,Gucci,7,71.43%,5,28.57%,2.43,,,,
/product/gung-ho-embroidered-bee-sweatshirt/WC3GgsnnfAAFg0Rt,Gung Ho,7,57.14%,4,14.29%,1.14,,,,
/product/h-and-m-cropped-hoodie/Vt7CoeSwWFNxk5Nh,H&M,7,71.43%,5,71.43%,1.14,,,,
/product/h-and-m-frilled-blouse/WGJ2QcnnfAAGNI0L,H&M,7,28.57%,2,14.29%,1.57,,,,
/product/h-and-m-textured-skirt/V7UM88_0fgAHUvF4,H&M,7,85.71%,6,57.14%,1.43,,,,
/product/hades-patti-smith-jumper/V6OcaEzt_QAHo1vn,Hades,7,71.43%,5,42.86%,1.29,,,,
/product/isabel-marant-etoile-dobbs-side-striped-trousers/WLUy5MnnfAAFUYzv,Isabel Marant Ã‰toile,7,85.71%,6,28.57%,1.71,,,,
/product/isabel-marant-etoile-gilly-leather-trimmed-canvas-sneakers/VSWigOSwvBdprFfM,Isabel Marant Ã‰toile,7,100.00%,7,57.14%,1,,,,
/product/jenny-packham-electra-beaded-maxi-dress/WC9UmVkIAQAFEqqW,Jenny Packham,7,100.00%,7,57.14%,1.29,,,,
/product/jessica-buurman-shero-shoulder-bag/Va41uuSw2WbvoJK5,Jessica Buurman,7,100.00%,7,57.14%,1.29,,,,
/product/jigsaw-nico-trainer/WEmTQcnnfAAFrjcZ,Jigsaw,7,71.43%,5,71.43%,1,,,,
/product/jigsaw-olivia-cross-strap-trainer/WIUBsMnnfAAFNlKe,Jigsaw,7,85.71%,6,57.14%,1.86,,,,
/product/jigsaw-soft-cocoon-coat/WAucVsnnfAAGPHvw,Jigsaw,7,71.43%,5,71.43%,1,,,,
/product/jimmy-choo-classic-moon-boots/Vjhrk-SwZ-nz2YWb,Jimmy Choo,7,100.00%,7,85.71%,1.14,,,,
/product/karen-millen-floral-print-midi-dress/Vu8im-Sw-3hG00bR,Karen Millen,7,57.14%,4,0.00%,1.71,,,,
/product/karen-millen-studded-saddle-bag/WI-rHVL6_wAHY8Su,Karen Millen,7,42.86%,3,28.57%,1.14,,,,
/product/karen-millen-the-super-frill-shirt/WLQcbcnnfAAFXhJx,Karen Millen,7,85.71%,6,42.86%,3.14,,,,
/product/l-agent-by-agent-provocateur-melita-bikini-top/Vv6n--SwTS74dnsQ,L'agent by Agent Provocateur,7,85.71%,6,71.43%,1,,,,
/product/l-k-bennett-addison-printed-silk-dress/VolTreSwRB8_8NXi,L.K. Bennett,7,100.00%,7,42.86%,1,,,,
/product/l-k-bennett-keira-trench-sling-back-courts/WLRWM0zt_QAGQigB,L.K. Bennett,7,100.00%,7,57.14%,1.14,,,,
/product/lacoste-low-rise-premium-straightset-trainers/Vc0pSuSwATvPtCOR,Lacoste,7,85.71%,6,28.57%,1.57,,,,
/product/lavish-alice-sheer-overlay-flared-jumpsuit/VoL6z-SwRB8_8J3Z,Lavish Alice,7,100.00%,7,42.86%,1.86,,,,
/product/linea-longline-military-coat/WGuaTc_0fgAGHo-i,Linea,7,100.00%,7,100.00%,1,,,,
/product/liquor-n-poker-pompom-embellished-denim-jacket/VvpS1uSwLCjBUxsi,Liquor n Poker,7,85.71%,6,57.14%,1.14,,,,
/product/longchamp-2-0-backpack/Vtm6POSwQuG9kbv0,Longchamp,7,42.86%,3,28.57%,1.14,,,,
/product/love-moschino-espadrille-flatform-sandals/V3pbe8_0fgAGO7tC,Love Moschino,7,42.86%,3,42.86%,1.29,,,,
/product/lucy-williams-x-missoma-fanged-large-horn-necklace/WDa23M_0fgAGUVuQ,Lucy Williams X Missoma,7,85.71%,6,28.57%,1.14,,,,
/product/lulu-guinness-naomi-clutch-with-contrast-glitter/VJfruuSwZuEBFY20,Lulu Guinness,7,85.71%,6,57.14%,1.29,,,,
/product/maison-scotch-faux-fur-leopard-coat/V6M-50zt_QAGqkNg,Maison Scotch,7,100.00%,7,14.29%,1.29,,,,
/product/maje-medallion-earrings/WITtpcnnfAAFNj_k,Maje,7,100.00%,7,85.71%,1,,,,
/product/mango-bow-leather-bag/WA88fFL6_wAHAN-s,Mango,7,85.71%,6,28.57%,1.29,,,,
/product/mango-crystal-earrings/WL8X-8nnfAAGDI_O,Mango,7,0.00%,0,0.00%,1.14,,,,
/product/mango-oversize-cotton-sweater/WK2Zrkzt_QAGKn8w,Mango,7,28.57%,2,14.29%,2.14,,,,
/product/mango-patches-tote-bag/WME-RMnnfAAFdbal,Mango,7,85.71%,6,42.86%,1.29,,,,
/product/mango-platform-studded-sandals/VypDe-Swy7jih9oQ,Mango,7,28.57%,2,14.29%,1,,,,
/product/mango-ring-handle-bag/WMaMk8nnfAAFWXYx,Mango,7,57.14%,4,28.57%,1.29,,,,
/product/mango-slingback-shoes/WHWfHcnnfAAGk4gK,Mango,7,28.57%,2,0.00%,1.57,,,,
/product/manolo-blahnik-sicaria-crystal-embellished-flat/WIjzpM_0fgAGLn7e,Manolo Blahnik,7,42.86%,3,28.57%,2.14,,,,
/product/marchesa-notte-embroidered-tulle-and-silk-crepe-mini-dress/VceB5uSwATvPtAdL,Marchesa Notte,7,100.00%,7,85.71%,1,,,,
/product/marks-and-spencer-autograph-skinny-leather-leggings/WHPK8kzt_QAHSAJy,Marks and Spencer - Autograph,7,57.14%,4,57.14%,1.43,,,,
/product/marks-and-spencer-brushed-mini-a-line-skirt/VG4XOeSwoDwIYdIB,Marks and Spencer,7,71.43%,5,57.14%,1,,,,
/product/marks-and-spencer-denim-long-sleeve-shirt/WHdXK8nnfAAG7uhf,Marks and Spencer,7,14.29%,1,0.00%,1,,,,
/product/marks-and-spencer-denim-pinafore-shift-dress/VV3vC-SwpgdMZxsa,Marks and Spencer,7,100.00%,7,100.00%,1,,,,
/product/marks-and-spencer-denim-trench-coat/VcTgZuSwATvPs__v,Marks and Spencer,7,85.71%,6,85.71%,1,,,,
/product/marks-and-spencer-high-neck-ruffle-sleeve-top/WHTl-8nnfAAFAyF8,Marks and Spencer,7,0.00%,0,0.00%,1.29,,,,
/product/marques-almeida-long-puffa-jacket/WC1_J8nnfAAFgQlY,Marques'Almeida,7,85.71%,6,42.86%,1.29,,,,
/product/marysia-broadway-scalloped-bikini/V2p_ckzt_QAGcnf9,Marysia,7,85.71%,6,85.71%,1,,,,
/product/massimo-dutti-plaited-shopper-bag/VqdA5OSwhDP8UilF,Massimo Dutti,7,100.00%,7,57.14%,1.43,,,,
/product/max-mara-maldive-silk-pussy-bow-blouse/V8Vvy8_0fgAFEj9d,Max Mara,7,85.71%,6,42.86%,1.29,,,,
/product/mi-pac-metallic-gold-backpack/Vjh_luSwZ-nz2YYp,Mi Pac,7,57.14%,4,28.57%,1.14,,,,
/product/michelle-keegan-lipsy-london-bodycon-dress/VaUnYeSwrcMkGygu,Michelle Keegan Lipsy London,7,100.00%,7,71.43%,1.29,,,,
/product/mih-jeans-lou-cropped-jeans/WKbOjUzt_QAGg0_E,MiH Jeans,7,14.29%,1,14.29%,1.29,,,,
/product/milk-it-denim-patchwork-drawstring-backpack/VdRr9-SwlgD9Brn6,Milk It,7,100.00%,7,85.71%,1.14,,,,
/product/miss-selfridge-floral-tea-dress/WH3jhcnnfAAFL3Cs,Miss Selfridge,7,85.71%,6,28.57%,1.29,,,,
/product/miss-selfridge-metallic-pleated-skirt/V6nz3Ezt_QAGi9l0,Miss Selfridge,7,100.00%,7,85.71%,1,,,,
/product/miu-miu-velvet-ankle-boots/V96UAsnnfAAFoz01,Miu Miu,7,100.00%,7,85.71%,1,,,,
/product/monki-classic-long-coat/WGWodUzt_QAFRtO3,MONKI,7,85.71%,6,57.14%,1,,,,
/product/monki-long-puff-coat/WA8fCFL6_wAH_9vx,MONKI,7,100.00%,7,57.14%,1.43,,,,
/product/monsoon-ceilidh-dress/VVkS9-SwkLoJDiq_,Monsoon,7,85.71%,6,57.14%,1,,,,
/product/monsoon-myla-military-jacket/WK1Flkzt_QAGKVBN,Monsoon,7,71.43%,5,57.14%,1,,,,
/product/moon-boot-quilted-moon-boots/Vmbz_OSwuh2xAR1f,Moon Boot,7,100.00%,7,42.86%,1.29,,,,
/product/moschino-spongebob-weekender-bag/VARd0OSwQsOwU2Qh,Moschino,7,57.14%,4,14.29%,1.57,,,,
/product/msgm-faux-pearl-embellished-tweed-dress/VkQnBeSwD5KEDYzN,MSGM,7,100.00%,7,85.71%,1.14,,,,
/product/myleene-klass-crochet-bikini-set/Va68QOSw697h-Qxc,Myleene Klass,7,85.71%,6,85.71%,1,,,,
/product/needle-and-thread-ditsy-scatter-gown/WHvJxc_0fgAGaVtd,Needle & Thread,7,71.43%,5,14.29%,2,,,,
/product/needle-and-thread-embellished-embroidered-tulle-gown/Voa5aOSwyZssZVfk,Needle & Thread,7,85.71%,6,42.86%,1.29,,,,
/product/new-balance-mono-exclusive-trainers/Vw0zfuSwKqou1Xsh,New Balance,7,85.71%,6,0.00%,2.43,,,,
/product/new-look-borg-lined-denim-jacket/V7xF98_0fgAFi0CB,New Look,7,100.00%,7,57.14%,1.29,,,,
/product/new-look-denim-dungaree-dress/VzyIO-SwHysE6PpE,New Look,7,85.71%,6,57.14%,1,,,,
/product/new-look-mermaid-sequin-skinny-scarf/Vh1ppuSwnvxSF6-O,New Look,7,100.00%,7,85.71%,1,,,,
/product/new-look-white-ankle-strap-peeptoe-buckle-block-heel-sandals/U6wQIeSw_xxqBuuc,New Look,7,85.71%,6,0.00%,1.71,,,,
/product/next-black-embroidered-dress/V6mayEzt_QAGIyT5,Next,7,100.00%,7,71.43%,1,,,,
/product/next-embroidered-biker-jacket/WHYiQcnnfAAGQ9mj,Next,7,42.86%,3,42.86%,1.14,,,,
/product/nike-zonal-strength-ombre-leggings/WH_n6snnfAAGt_7F,Nike,7,85.71%,6,42.86%,1.43,,,,
/product/nobody-s-child-gingham-peplum-top/V_SMgVL6_wAGvu2c,Nobody's Child,7,71.43%,5,42.86%,1.29,,,,
/product/office-garland-strappy-block-heels/VVjIH-Swu1wsPVmb,Office,7,100.00%,7,42.86%,1.29,,,,
/product/oliver-bonas-hello-sunshine-floppy-hat/Vz2XJeSwrjIEOAEi,Oliver Bonas,7,85.71%,6,71.43%,1,,,,
/product/orla-kiely-passion-flower-bag/V71Xds_0fgAGVw8K,Orla Kiely,7,71.43%,5,42.86%,1.43,,,,
/product/pandora-peacock-feathers-ring/Vf_q9OSw_PDO76n_,Pandora,7,100.00%,7,85.71%,1.14,,,,
/product/penelope-chilvers-intrepid-boot/WCGfbsnnfAAFzoD3,Penelope Chilvers,7,28.57%,2,28.57%,1,,,,
/product/pepe-jeans-thrift-denim-jacket/VSPD8eSw1IikdyJB,Pepe Jeans,7,71.43%,5,42.86%,1.43,,,,
/product/polo-ralph-lauren-small-sullivan-saddle-bag/V87FN8nnfAAFKRKA,POLO Ralph Lauren,7,85.71%,6,57.14%,1.71,,,,
/product/pretty-little-thing-riva-sequin-bomber-jacket/V7Tir8_0fgAHUssM,Pretty Little Thing,7,42.86%,3,28.57%,1,,,,
/product/pull-and-bear-led-zeppelin-t-shirt/WCMuk1L6_wAGIIoV,Pull & Bear,7,85.71%,6,0.00%,1.29,,,,
/product/pull-and-bear-quilted-velvet-bag/WBXwrc_0fgAGXYNU,Pull & Bear,7,85.71%,6,14.29%,1.71,,,,
/product/ralph-lauren-floral-boho-long-sleeve-maxi-shirt-dress/WH_O9cnnfAAGt9DN,Ralph Lauren,7,100.00%,7,71.43%,1.43,,,,
/product/realisation-the-valentina-dress/Vp6gPeSwpp9UpJCE,Realisation,7,71.43%,5,57.14%,1,,,,
/product/reebok-classic-gumsole-trainers/VynbKeSwI8hLt4Ah,Reebok,7,100.00%,7,85.71%,1,,,,
/product/reformation-ramsey-dress/V6BhDM_0fgAGo36b,Reformation,7,57.14%,4,28.57%,1.29,,,,
/product/rejina-pyo-knot-dress/WIUVqUzt_QAF_yf4,Rejina Pyo,7,100.00%,7,100.00%,1,,,,
/product/river-island-cut-out-buckle-boots/WBK868nnfAAGtj7e,River Island,7,0.00%,0,0.00%,1.14,,,,
/product/river-island-patent-block-heel-chelsea-boots/V8QpVdwOggAGiUd7,River Island,7,71.43%,5,57.14%,1,,,,
/product/river-island-patent-cut-out-boots/V5nfJEzt_QAGVC3w,River Island,7,100.00%,7,28.57%,1.29,,,,
/product/rochas-crystal-embellished-slides/VVpebuSwkLoJDiuH,Rochas,7,85.71%,6,57.14%,1.71,,,,
/product/russell-and-bromley-hashtag-ballet-flats/VTzpTuSw8E_ODj8-,Russell & Bromley,7,71.43%,5,57.14%,1.29,,,,
/product/saint-james-galathee-stripe-top/VaOAEOSw-goQlVgm,Saint James,7,28.57%,2,0.00%,1.14,,,,
/product/saint-laurent-fetish-knee-high-boots/VczLSOSw0SFdVH9e,Saint Laurent,7,71.43%,5,42.86%,1.14,,,,
/product/sandro-addict-bag/Vw6thuSw1T6z9b7U,Sandro,7,85.71%,6,57.14%,1,,,,
/product/sandro-diamond-coat/V_bLcMnnfAAFFBSF,Sandro,7,85.71%,6,71.43%,1,,,,
/product/sandro-parisien-high-waisted-jeans/VvEJbOSwRKPKVK-D,Sandro,7,28.57%,2,14.29%,1.14,,,,
/product/sandro-robyn-cutout-dress/WMnKm0zt_QAGZTwJ,Sandro,7,71.43%,5,42.86%,1.43,,,,
/product/sandro-sacha-ankle-boots/WE7Uoc_0fgAG8R8r,Sandro,7,85.71%,6,71.43%,1,,,,
/product/sea-ny-denim-playsuit/VRp9AeSwlO_CSpEL,Sea NY,7,57.14%,4,28.57%,1,,,,
/product/second-female-sarah-long-coat/VvJ9U-SwZ01SSMrE,Second Female,7,71.43%,5,42.86%,1.14,,,,
/product/see-by-chloe-velvet-trimmed-pussy-bow-ruffled-blouse/WH0tesnnfAAGoCgQ,See By ChloÃ©,7,71.43%,5,28.57%,1.71,,,,
/product/self-portrait-off-shoulder-maxi-dress/V276DUzt_QAGOixL,Self Portrait,7,71.43%,5,28.57%,1.71,,,,
/product/stella-mccartney-denim-culottes/VWcPfeSwaDV5PcDz,Stella McCartney,7,100.00%,7,85.71%,1,,,,
/product/stellasport-leopard-print-leggings/Ve_46OSwGmxXfWZG,Stellasport,7,100.00%,7,71.43%,1,,,,
/product/stradivarius-court-shoes-with-crossover-straps/VEwJqOSwAQGI4qNz,Stradivarius,7,71.43%,5,71.43%,1,,,,
/product/stradivarius-pastel-bomber-jacket/Vw4LfOSw1FVGskQn,Stradivarius,7,100.00%,7,85.71%,1,,,,
/product/stradivarius-satin-bomber-jacket/Vy8greSwZ99Iu8VF,Stradivarius,7,85.71%,6,57.14%,1.57,,,,
/product/stradivarius-tropical-print-jumpsuit/V1QSVOSwrRkXii9F,Stradivarius,7,100.00%,7,14.29%,1.14,,,,
/product/sweaty-betty-exploration-softshell-ski-jacket/VoAEpeSwRB8_8G1A,Sweaty Betty,7,71.43%,5,57.14%,1.57,,,,
/product/tadashi-shoji-floral-embroidery-cape-dress/VvUYy-SwuDt4y1-O,Tadashi Shoji,7,100.00%,7,42.86%,1.71,,,,
/product/tease-and-totes-girl-power-t-shirt/Vq9m2eSwto2ZfL8u,Tease and Totes,7,85.71%,6,42.86%,1.14,,,,
/product/ted-baker-elethea-short-wrap-coat/WIHdJ8nnfAAGaT-b,Ted Baker,7,71.43%,5,57.14%,1,,,,
/product/the-kooples-jasmine-print-silk-dress/WMkkSkzt_QAGYhWK,The Kooples,7,71.43%,5,57.14%,1.29,,,,
/product/the-white-brand-beach-please-sliders/V0bn3OSwa94gDGc1,The White Brand,7,57.14%,4,28.57%,1.14,,,,
/product/theory-whitney-bag/WBp46MnnfAAGlrIR,Theory,7,71.43%,5,42.86%,1.43,,,,
/product/theory-whitney-hoop-bag/V-Ewlc_0fgAFL-De,Theory,7,71.43%,5,57.14%,1.29,,,,
/product/tom-tailor-women-s-straight-wool-car-coat/VFDHaeSw99-3qnO6,Tom Tailor,7,100.00%,7,100.00%,1,,,,
/product/topshop-amy-studded-tank-ankle-boots/WHwIDsnnfAAFcZOk,Topshop,7,85.71%,6,71.43%,1.14,,,,
/product/topshop-cracked-vinyl-trousers/WIpwHsnnfAAHtAnV,Topshop,7,57.14%,4,57.14%,1,,,,
/product/topshop-embroidered-smock-dress/ViAmH-SwnvxSF74b,Topshop,7,85.71%,6,28.57%,1.14,,,,
/product/topshop-kute-ballet-pumps/WJhOJsnnfAAGDFSk,Topshop,7,71.43%,5,57.14%,1.14,,,,
/product/topshop-large-velvet-backpack/WDzMGsnnfAAGaxY6,Topshop,7,85.71%,6,71.43%,1.14,,,,
/product/topshop-metallic-faux-fur-biker-jacket/WFuu0M_0fgAFs5Ko,Topshop,7,85.71%,6,28.57%,1,,,,
/product/topshop-misty-plastic-bomber/U3IHZuSwXqaWcqg5,Topshop,7,14.29%,1,0.00%,1,,,,
/product/topshop-mono-floral-ruffle-wrap-top/WJMK_1L6_wAFGJXx,Topshop,7,85.71%,6,14.29%,1,,,,
/product/topshop-ripped-slim-mom-jeans/VT_qoeSwGCiBqwYt,Topshop,7,85.71%,6,57.14%,1.43,,,,
